SalesOrderLineKey,ResellerKey,CustomerKey,ProductKey,OrderDateKey,DueDateKey,ShipDateKey,SalesTerritoryKey,Order Quantity,Unit Price,Extended Amount,Product Standard Cost,Total Product Cost,Sales Amount,Unit Price Discount Pct,CurrencyKey
45299008,240,-1,330,20180207,20180217,20180214,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45299012,240,-1,320,20180207,20180217,20180214,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45299016,240,-1,342,20180207,20180217,20180214,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45299019,240,-1,334,20180207,20180217,20180214,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45317005,167,-1,328,20180210,20180220,20180217,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45317006,167,-1,334,20180210,20180220,20180217,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45317019,167,-1,330,20180210,20180220,20180217,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45325001,313,-1,322,20180212,20180222,20180219,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45325002,313,-1,342,20180212,20180222,20180219,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45332012,255,-1,326,20180214,20180224,20180221,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45339001,403,-1,324,20180216,20180226,20180223,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45339002,403,-1,330,20180216,20180226,20180223,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45339005,403,-1,340,20180216,20180226,20180223,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45516002,647,-1,332,20180216,20180226,20180223,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45516003,647,-1,334,20180216,20180226,20180223,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45516005,647,-1,330,20180216,20180226,20180223,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45531003,114,-1,326,20180218,20180228,20180225,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45531006,114,-1,324,20180218,20180228,20180225,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45532005,417,-1,324,20180218,20180228,20180225,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45533001,580,-1,342,20180219,20180301,20180226,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45533002,580,-1,326,20180219,20180301,20180226,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45533003,580,-1,322,20180219,20180301,20180226,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45536003,273,-1,342,20180219,20180301,20180226,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45536011,273,-1,320,20180219,20180301,20180226,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45536012,273,-1,324,20180219,20180301,20180226,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45536015,273,-1,328,20180219,20180301,20180226,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45536017,273,-1,336,20180219,20180301,20180226,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45548001,365,-1,332,20180221,20180303,20180228,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45548002,365,-1,328,20180221,20180303,20180228,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45548003,365,-1,322,20180221,20180303,20180228,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45568001,3,-1,342,20180226,20180308,20180305,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45568003,3,-1,322,20180226,20180308,20180305,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45568004,3,-1,332,20180226,20180308,20180305,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45568016,3,-1,330,20180226,20180308,20180305,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45568017,3,-1,334,20180226,20180308,20180305,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45784002,511,-1,324,20180403,20180413,20180410,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45788001,383,-1,322,20180407,20180417,20180414,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45798004,203,-1,326,20180415,20180425,20180422,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45798007,203,-1,336,20180415,20180425,20180422,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45798008,203,-1,328,20180415,20180425,20180422,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45798012,203,-1,338,20180415,20180425,20180422,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45798021,203,-1,322,20180415,20180425,20180422,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45799001,491,-1,326,20180419,20180429,20180426,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45799005,491,-1,334,20180419,20180429,20180426,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45799006,491,-1,342,20180419,20180429,20180426,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45799008,491,-1,336,20180419,20180429,20180426,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45799019,491,-1,320,20180419,20180429,20180426,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45810010,166,-1,340,20180426,20180506,20180503,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45811001,292,-1,328,20180426,20180506,20180503,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45811004,292,-1,342,20180426,20180506,20180503,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
45813017,221,-1,330,20180428,20180508,20180505,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46041002,259,-1,342,20180507,20180517,20180514,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46041006,259,-1,322,20180507,20180517,20180514,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46041007,259,-1,332,20180507,20180517,20180514,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46041008,259,-1,324,20180507,20180517,20180514,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46049011,328,-1,342,20180509,20180519,20180516,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46049023,328,-1,340,20180509,20180519,20180516,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46049035,328,-1,322,20180509,20180519,20180516,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46057008,78,-1,340,20180512,20180522,20180519,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46057009,78,-1,336,20180512,20180522,20180519,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46058002,240,-1,322,20180512,20180522,20180519,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46058004,240,-1,324,20180512,20180522,20180519,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46058015,240,-1,332,20180512,20180522,20180519,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46058017,240,-1,340,20180512,20180522,20180519,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46058021,240,-1,320,20180512,20180522,20180519,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46058024,240,-1,334,20180512,20180522,20180519,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46058028,240,-1,338,20180512,20180522,20180519,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46076017,167,-1,322,20180521,20180531,20180528,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46076029,167,-1,332,20180521,20180531,20180528,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46076031,167,-1,336,20180521,20180531,20180528,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46085001,528,-1,328,20180524,20180603,20180531,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46093015,255,-1,342,20180527,20180606,20180603,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46101004,403,-1,340,20180529,20180608,20180605,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46101005,403,-1,336,20180529,20180608,20180605,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46101020,403,-1,334,20180529,20180608,20180605,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46101021,403,-1,328,20180529,20180608,20180605,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46101022,403,-1,338,20180529,20180608,20180605,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46336001,96,-1,340,20180607,20180617,20180614,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46337002,545,-1,326,20180607,20180617,20180614,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46338003,417,-1,330,20180608,20180618,20180615,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46339006,114,-1,322,20180608,20180618,20180615,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46340001,580,-1,326,20180609,20180619,20180616,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46341008,93,-1,334,20180610,20180620,20180617,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46343001,273,-1,326,20180610,20180620,20180617,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46343010,273,-1,338,20180610,20180620,20180617,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46343021,273,-1,324,20180610,20180620,20180617,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46343023,273,-1,334,20180610,20180620,20180617,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46347003,473,-1,340,20180611,20180621,20180618,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46355001,647,-1,338,20180614,20180624,20180621,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46357001,365,-1,326,20180615,20180625,20180622,4,1,419.4589,419.4589,413.1463,413.1463,419.4589,0,100
46638013,203,-1,323,20180718,20180728,20180725,4,1,469.794,469.794,486.7066,486.7066,469.794,0,100
46638014,203,-1,341,20180718,20180728,20180725,4,1,469.794,469.794,486.7066,486.7066,469.794,0,100
46638015,203,-1,321,20180718,20180728,20180725,4,1,469.794,469.794,486.7066,486.7066,469.794,0,100
46638017,203,-1,335,20180718,20180728,20180725,4,1,469.794,469.794,486.7066,486.7066,469.794,0,100
46638045,203,-1,331,20180718,20180728,20180725,4,1,469.794,469.794,486.7066,486.7066,469.794,0,100
46663007,292,-1,343,20180727,20180806,20180803,4,1,469.794,469.794,486.7066,486.7066,469.794,0,100
46663010,292,-1,329,20180727,20180806,20180803,4,1,469.794,469.794,486.7066,486.7066,469.794,0,100
46663011,292,-1,333,20180727,20180806,20180803,4,1,469.794,469.794,486.7066,486.7066,469.794,0,100
46668016,221,-1,339,20180729,20180808,20180805,4,1,469.794,469.794,486.7066,486.7066,469.794,0,100
46675009,41,-1,325,20180731,20180810,20180807,4,1,469.794,469.794,486.7066,486.7066,469.794,0,100
46960016,259,-1,343,20180808,20180818,20180815,4,1,469.794,469.794,486.7066,486.7066,469.794,0,100
46963001,471,-1,333,20180809,20180819,20180816,4,1,469.794,469.794,486.7066,486.7066,469.794,0,100
46970005,258,-1,325,20180810,20180820,20180817,4,1,469.794,469.794,486.7066,486.7066,469.794,0,100
46970010,258,-1,341,20180810,20180820,20180817,4,1,469.794,469.794,486.7066,486.7066,469.794,0,100
46970030,258,-1,331,20180810,20180820,20180817,4,1,469.794,469.794,486.7066,486.7066,469.794,0,100
46988027,78,-1,335,20180815,20180825,20180822,4,1,469.794,469.794,486.7066,486.7066,469.794,0,100
46992003,97,-1,323,20180816,20180826,20180823,4,1,469.794,469.794,486.7066,486.7066,469.794,0,100
46992025,97,-1,333,20180816,20180826,20180823,4,1,469.794,469.794,486.7066,486.7066,469.794,0,100
46992037,97,-1,325,20180816,20180826,20180823,4,1,469.794,469.794,486.7066,486.7066,469.794,0,100
47032013,313,-1,323,20180825,20180904,20180901,4,1,469.794,469.794,486.7066,486.7066,469.794,0,100
47035003,528,-1,333,20180825,20180904,20180901,4,1,469.794,469.794,486.7066,486.7066,469.794,0,100
47048001,255,-1,323,20180828,20180907,20180904,4,1,469.794,469.794,486.7066,486.7066,469.794,0,100
47056009,403,-1,335,20180829,20180908,20180905,4,1,469.794,469.794,486.7066,486.7066,469.794,0,100
47056024,403,-1,331,20180829,20180908,20180905,4,1,469.794,469.794,486.7066,486.7066,469.794,0,100
47056031,403,-1,343,20180829,20180908,20180905,4,1,469.794,469.794,486.7066,486.7066,469.794,0,100
47056032,403,-1,333,20180829,20180908,20180905,4,1,469.794,469.794,486.7066,486.7066,469.794,0,100
47350003,277,-1,323,20180901,20180911,20180908,4,1,469.794,469.794,486.7066,486.7066,469.794,0,100
47355046,24,-1,339,20180902,20180912,20180909,4,1,469.794,469.794,486.7066,486.7066,469.794,0,100
47360003,311,-1,321,20180903,20180913,20180910,4,1,469.794,469.794,486.7066,486.7066,469.794,0,100
47372003,649,-1,325,20180907,20180917,20180914,4,1,469.794,469.794,486.7066,486.7066,469.794,0,100
47372008,649,-1,343,20180907,20180917,20180914,4,1,469.794,469.794,486.7066,486.7066,469.794,0,100
47372013,649,-1,333,20180907,20180917,20180914,4,1,469.794,469.794,486.7066,486.7066,469.794,0,100
47375001,382,-1,325,20180908,20180918,20180915,4,1,469.794,469.794,486.7066,486.7066,469.794,0,100
